Open,Close,High,Low,Volume,Date
99.32,98.56,99.6,98.385,3,389,626.00,05/23/23
99.82,99.76,100.37,98.95,1,995,016.00,05/22/23
100.76,99.78,100.88,99.27,2,652,483.00,05/19/23
99.14,100.02,100.18,98.86,3,222,502.00,05/18/23
98.23,99.3,99.615,98.18,2,924,226.00,05/17/23
98.49,97.62,98.57,97.62,2,386,691.00,05/16/23
98.44,98.96,99.295,98.1,2,386,945.00,05/15/23
98.84,98.48,99.14,97.75,2,265,659.00,05/12/23
98.49,98.41,98.615,97.86,2,658,272.00,05/11/23
100,99.01,100.115,97.88,3,763,652.00,05/10/23
98.91,99.37,99.52,98.71,2,433,749.00,05/09/23
99.9,99.15,100.06,98.79,2,034,686.00,05/08/23
98.93,99.51,99.81,98.81,2,517,626.00,05/05/23
99.01,98.03,99.215,97.49,4,483,966.00,05/04/23
99.82,99.11,100.51,99.04,3,564,581.00,05/03/23
100.18,99.49,100.23,98.36,3,477,653.00,05/02/23
100.01,100.54,101.11,100.01,2,108,369.00,05/01/23
98.92,100,100.16,98.92,2,797,340.00,04/28/23
97.41,99.04,99.15,97.26,3,798,111.00,04/27/23
98.35,97.12,98.61,96.93,4,184,064.00,04/26/23
100.25,98.99,100.29,98.92,3,489,891.00,04/25/23
100.61,100.85,101.19,100.45,2,025,877.00,04/24/23